DATE,Temp_outturn,Normal_temp,Low_temp,High_temp,Off_wind,On_wind,Price,Demand,gas,nuclear,interconnector
18/08/2016,18.7,17.5,15.7,20,28830,4608,36,29953.6,311669,190390,141802
19/08/2016,17.6,17.5,15.7,20,56143,23137,32.03,29397.9,263853,191338,127486
20/08/2016,17.2,17.5,15.7,20,95973,17270,29.24,24218.4,137732,197648,72386
21/08/2016,17.4,17.5,15.7,20,75265,15286,33.37,24268.04,149591,199788,70534
22/08/2016,18.3,17.3,14.8,19.8,63528,12630,28.39,29578.35,275773,201288,106958
23/08/2016,19.6,17.3,14.8,19.8,22301,6143,33.24,30103.94,318103,203484,114808
24/08/2016,20.3,17.3,14.8,19.8,23701,3462,54.1,30852.19,318943,203860,119162
25/08/2016,19.4,17.3,14.8,19.8,15237,3822,49.37,32264.08,348497,203763,107274
26/08/2016,19,17.3,14.8,19.8,28876,17899,31.77,28757.23,315688,199586,73256
27/08/2016,18.4,17.3,14.8,19.8,33190,3685,30.42,26535.48,241083,195532,137608
28/08/2016,18.2,17.3,14.8,19.8,37221,3410,28.24,25647.58,213163,195268,136512
29/08/2016,17.7,16.2,14.6,18.4,17058,11935,32.16,26078.92,269717,197219,41442
30/08/2016,18.5,16.2,14.6,18.4,26948,30096,29.77,28585.94,279722,208414,75394
31/08/2016,18.3,16.2,14.6,18.4,38326,32913,30.83,29514.65,287150,213328,64616
01/09/2016,17.7,16.2,14.6,18.4,31578,25181,26.91,29602.6,304904,214113,31062
02/09/2016,17.6,16.2,14.6,18.4,52256,16564,28.16,29847.56,311468,214124,38120
03/09/2016,16.7,16.2,14.6,18.4,57291,9199,34.65,26576.31,214079,214124,105564
04/09/2016,16.8,16.2,14.6,18.4,63613,3608,31.43,25814.06,187542,214216,110962
05/09/2016,16.7,16.1,14.1,17.6,26139,18549,39.77,30918.63,313784,215239,79322
06/09/2016,19.1,16.1,14.1,17.6,25257,19222,44.91,31754.92,317815,212144,97580
07/09/2016,19.7,16.1,14.1,17.6,21131,9769,55.4,31789.85,333477,203359,133302
08/09/2016,19,16.1,14.1,17.6,60001,27229,29.78,29162.44,286606,197100,89130
09/09/2016,18.9,16.1,14.1,17.6,74864,37324,29.19,29189.6,265698,199944,17672
10/09/2016,17.5,16.1,14.1,17.6,41822,17983,37.56,27146.17,222097,200600,120254
11/09/2016,16.4,16.1,14.1,17.6,37701,36650,23.74,24016.79,161518,200714,85412
12/09/2016,17.4,15.1,13.2,17,55456,43190,36.83,29519.58,251842,201388,43688
13/09/2016,19.5,15.1,13.2,17,35109,8591,79.77,31778.79,276425,200444,82544
14/09/2016,20.2,15.1,13.2,17,30861,15320,85.89,31011.4,288705,195960,99456
15/09/2016,19.5,15.1,13.2,17,17336,4054,77.73,31760.31,301315,187608,104192
16/09/2016,17.5,15.1,13.2,17,66397,14701,31.7,29778.85,299605,180636,76174
17/09/2016,16,15.1,13.2,17,51129,5124,33.92,26737.31,266381,171811,95088
18/09/2016,15.7,15.1,13.2,17,20699,11527,30.24,26450.73,266975,175492,100514
19/09/2016,15.5,14.5,12.1,16.5,15722,5616,69.15,31693.02,340807,181760,42838
20/09/2016,15,14.5,12.1,16.5,3665,4524,38.01,31986.63,356558,189304,48250
21/09/2016,15.6,14.5,12.1,16.5,19703,19889,33.41,31657.35,356040,194486,36404
22/09/2016,15.4,14.5,12.1,16.5,29792,13488,35.06,30743.35,340967,197702,60232
23/09/2016,15.1,14.5,12.1,16.5,39016,33491,34.68,28887.83,292603,198115,66926
24/09/2016,16.4,14.5,12.1,16.5,80682,53022,35.11,24852.29,128409,198212,77010
25/09/2016,15.8,14.5,12.1,16.5,73802,31554,32.59,25011.63,163966,198876,52420
26/09/2016,14.4,14,11.6,15.7,29661,10737,43.39,31379.98,320562,199067,76342
27/09/2016,15.4,14,11.6,15.7,73161,45036,38.55,30652.71,276645,199363,47466
28/09/2016,16.1,14,11.6,15.7,78708,47476,37.38,29856.83,257307,199464,59680
29/09/2016,15.7,14,11.6,15.7,89793,49899,39.44,29069.17,238726,196044,53074
30/09/2016,14.7,14,11.6,15.7,48131,16484,45.69,30155.98,292573,177230,67268
01/10/2016,12.7,14,11.6,15.7,18739,1889,49.43,28709.96,297572,173628,113758
02/10/2016,11.9,14,11.6,15.7,43301,4932,38.04,27175.31,262970,173886,100872
03/10/2016,11.7,13.1,11,15.3,41429,26319,35.82,30983.9,307684,173856,53058
04/10/2016,13.1,13.1,11,15.3,74971,29204,33.12,30994.29,289841,173832,45078
05/10/2016,13.8,13.1,11,15.3,91933,35901,40,30250.31,257812,173632,35566
06/10/2016,12.8,13.1,11,15.3,71799,24675,40.44,32415.1,327071,173622,16816
07/10/2016,12.7,13.1,11,15.3,40386,15244,75.7,33645.02,344576,173204,27188
08/10/2016,12.5,13.1,11,15.3,19019,4930,46.19,30041.79,326575,175866,30680
09/10/2016,11.9,13.1,11,15.3,25455,2277,41.05,29044.83,330966,184673,16472
10/10/2016,10.7,12.3,10.1,14.7,29717,5711,49.86,33382.5,393350,191024,6886
11/10/2016,10.2,12.3,10.1,14.7,33696,15744,59.68,33931.25,389315,194225,10408
12/10/2016,11.2,12.3,10.1,14.7,57677,13846,64.28,33940.25,385829,196840,8390
13/10/2016,10.7,12.3,10.1,14.7,69879,19238,46.17,34274.1,378410,198084,1156
14/10/2016,10.8,12.3,10.1,14.7,48029,22928,40.94,33770.6,366746,198298,11000
15/10/2016,11.3,12.3,10.1,14.7,42318,20292,44.81,30149.88,316589,198261,52500
16/10/2016,11.8,12.3,10.1,14.7,77209,29914,36.88,28445.94,243041,197832,67574
17/10/2016,12.5,11.4,8.5,13.9,70745,31060,36.74,32822.29,313312,197668,-4044
18/10/2016,11.6,11.4,8.5,13.9,89337,24663,41.36,33398.27,309608,197838,-5816
19/10/2016,11.4,11.4,8.5,13.9,73560,10046,43.04,34497.73,350414,197200,-3778
20/10/2016,11.2,11.4,8.5,13.9,51686,1801,57.33,35036.85,377755,197399,17632
21/10/2016,9.9,11.4,8.5,13.9,31055,1611,51.42,34706.88,375889,197442,22076
22/10/2016,9.1,11.4,8.5,13.9,30132,5732,49.61,31347.25,351324,197492,3880
23/10/2016,9.1,11.4,8.5,13.9,51007,13386,39.83,29404.83,282145,197496,63128
24/10/2016,9.3,11.2,7.8,13.5,28394,5810,70.84,36127.98,377538,190126,8310
25/10/2016,9,11.2,7.8,13.5,15093,8466,67.07,36115.98,387119,188344,18422
26/10/2016,10.6,11.2,7.8,13.5,46485,33817,44.74,35399.13,367141,187868,-25350
27/10/2016,11.2,11.2,7.8,13.5,66446,48577,40.66,34567.04,320969,188942,-17766
28/10/2016,12.4,11.2,7.8,13.5,30989,21923,43.69,34650.23,365840,190336,3190
29/10/2016,12.4,11.2,7.8,13.5,5455,7450,44.17,31518.63,362704,190344,49742
30/10/2016,12.5,11.2,7.8,13.5,4700,7584,44.42,30563.02,318145,190458,118596
31/10/2016,12,10.6,7.4,13.6,8008,5669,116.34,33894.38,382105,190488,88778
01/11/2016,10.9,10.6,7.4,13.6,35289,17216,45.89,35706.13,372128,189531,112314
02/11/2016,9.5,10.6,7.4,13.6,44601,14967,64.33,36796.27,394182,194077,-1326
03/11/2016,8.5,10.6,7.4,13.6,42719,15283,76.15,37243.98,398297,196635,36212
04/11/2016,8.8,10.6,7.4,13.6,50891,16281,58.69,36818.77,377368,200750,37972
05/11/2016,8,10.6,7.4,13.6,83934,42277,40.34,31158.92,203437,201744,84154
06/11/2016,7,10.6,7.4,13.6,95845,37250,38.15,31657.15,207985,201763,89034
07/11/2016,6.7,9.3,7.2,11.4,62316,10851,86.64,38166.85,359411,201901,7276
08/11/2016,5.2,9.3,7.2,11.4,26709,12508,90.59,40193.6,385318,202035,44868
09/11/2016,5.5,9.3,7.2,11.4,43273,8868,92.98,39891.46,372230,202094,38616
10/11/2016,6.8,9.3,7.2,11.4,71824,14367,56.6,38772.1,385209,202204,1838
11/11/2016,6.4,9.3,7.2,11.4,41173,25968,50.17,37615.19,389645,201597,37548
12/11/2016,8,9.3,7.2,11.4,73688,21851,54.02,34445.23,325759,201489,29908
13/11/2016,8.2,9.3,7.2,11.4,41308,17764,49.35,33228.83,343123,201735,44312
14/11/2016,10.1,8.2,5.3,11.1,66213,35829,51.39,37753,361313,202346,-26846
15/11/2016,11.9,8.2,5.3,11.1,47001,34263,53.54,37561.73,351139,202321,-24572
16/11/2016,11.5,8.2,5.3,11.1,88566,52628,45.05,35816.29,277195,202258,-26850
17/11/2016,9.8,8.2,5.3,11.1,95134,24874,50.11,37207.52,330160,202145,14038
18/11/2016,7.5,8.2,5.3,11.1,90250,7623,50.02,38310.52,368141,202032,32856
19/11/2016,6.1,8.2,5.3,11.1,60106,8261,50.19,35359.54,348605,208535,84448
20/11/2016,5.6,8.2,5.3,11.1,56513,2595,66.98,34728.13,331749,209380,74064
21/11/2016,5.9,7.5,3.5,10.6,82665,19627,46.15,38690.54,345012,213643,72756
22/11/2016,6.8,7.5,3.5,10.6,86037,41743,46.6,38720.31,340036,216959,53752
23/11/2016,6.6,7.5,3.5,10.6,38903,4204,52.31,39458.08,403283,204879,78502
24/11/2016,6.7,7.5,3.5,10.6,69188,2657,45.83,38715.9,379180,201048,63458
25/11/2016,6.1,7.5,3.5,10.6,54058,9944,49.04,38161.4,374111,200928,44960
26/11/2016,5,7.5,3.5,10.6,15161,5198,53.51,35659.83,374866,196563,100630
27/11/2016,6,7.5,3.5,10.6,50177,6387,42.05,34487.25,347369,198134,104122
28/11/2016,6.3,7.5,3.2,10,43969,5042,59.47,38954.1,402348,200798,58608
29/11/2016,4.1,7.5,3.2,10,17478,20210,61.1,40728.31,422170,200455,55072
30/11/2016,3,7.5,3.2,10,37144,37438,51.63,41401.08,410565,200229,106
01/12/2016,3.5,7.5,3.2,10,44088,29612,47.86,41118.83,419557,199222,9888
02/12/2016,4.8,7.5,3.2,10,16637,2614,54.63,41072.1,458211,190636,26080
03/12/2016,5.3,7.5,3.2,10,26041,1665,42.65,36490.4,385524,188362,65686
04/12/2016,4.8,7.5,3.2,10,51093,5684,44.67,34862.27,354423,187638,90106
05/12/2016,3.1,6.3,3.2,9.6,23578,5302,58.41,41762.83,456646,193736,39848
06/12/2016,4,6.3,3.2,9.6,28190,19160,54.4,41731.75,455968,196977,3336
07/12/2016,7.8,6.3,3.2,9.6,86182,45801,42.63,37718.25,345222,197567,11346
08/12/2016,10.1,6.3,3.2,9.6,62736,23765,41.67,38280.88,399131,197535,17272
09/12/2016,11.5,6.3,3.2,9.6,74506,33896,43.55,36554.38,343288,197634,16942
10/12/2016,11.3,6.3,3.2,9.6,58483,34720,45.8,33884.48,304355,200494,40874
11/12/2016,9.6,6.3,3.2,9.6,64095,29575,46.36,33293.4,309793,204935,50330
12/12/2016,8,5.3,2.4,8.9,29143,10102,57.83,40355.08,448047,202743,-3956
13/12/2016,8.6,5.3,2.4,8.9,37310,15222,42.67,39886.73,437553,201011,-10240
14/12/2016,9.4,5.3,2.4,8.9,50980,28660,45.32,38589.13,409451,200794,-45374
15/12/2016,9.4,5.3,2.4,8.9,60616,24802,40.81,39435.19,416867,198955,-35478
16/12/2016,9.1,5.3,2.4,8.9,26539,11193,42.55,38862.98,441510,198442,-19472
17/12/2016,7.6,5.3,2.4,8.9,15011,26441,42.23,34928.17,355601,198617,28774
18/12/2016,6.8,5.3,2.4,8.9,19747,19480,42.54,34120.81,324031,198899,69030
19/12/2016,6,5.9,2.1,9.1,12465,14214,45.77,40228.42,426599,198858,-27518
20/12/2016,5.3,5.9,2.1,9.1,54060,41338,44.22,39059.33,395104,198783,-43992
21/12/2016,6.8,5.9,2.1,9.1,87482,47234,46.12,37877.85,323999,200630,9290
22/12/2016,6.3,5.9,2.1,9.1,70502,55258,42.73,36803.92,316309,202078,-1376
23/12/2016,7.8,5.9,2.1,9.1,92258,59839,42.49,34118.35,225808,207657,58182
24/12/2016,7.9,5.9,2.1,9.1,101031,61643,39.54,30283.42,137234,203542,91716
25/12/2016,10.2,5.9,2.1,9.1,101737,63334,27.83,26742.94,72153,202392,63182
26/12/2016,8.4,5.8,1,9.2,97672,61700,28.7,27910.71,118072,202449,24868
27/12/2016,5.4,5.8,1,9.2,35762,28510,52.61,32902.92,280652,202446,48610
28/12/2016,3.5,5.8,1,9.2,25780,30024,53.56,35243.17,300781,202372,78624
29/12/2016,2.9,5.8,1,9.2,36774,36214,52.57,35295.6,294977,202344,79998
30/12/2016,3.7,5.8,1,9.2,52970,49720,47.92,34867.13,265462,202852,61642
31/12/2016,5.6,5.8,1,9.2,75945,44652,52.64,31774.23,201791,193185,73720
01/01/2017,5.8,5.9,1,9.5,86112,35823,44.57,30587.98,195904,185913,77852
02/01/2017,4,6.1,1,8.6,62582,25705,48.27,33868.94,298969,184796,26086
03/01/2017,4,6.1,1,8.6,86190,54109,47.89,38207.67,327331,182306,23208
04/01/2017,5.3,6.1,1,8.6,78344,24991,43.41,39937.25,372787,178389,-3854
05/01/2017,2.7,6.1,1,8.6,32889,20246,53.02,41242.33,430561,178584,36050
06/01/2017,3.4,6.1,1,8.6,66085,29201,54.46,40824.92,393015,180657,4814
07/01/2017,6.1,6.1,1,8.6,28023,7953,50.72,36894.38,383682,186508,11262
08/01/2017,7,6.1,1,8.6,20057,20249,45.2,34882,348091,191770,35236
09/01/2017,7.7,5.9,1.4,9.2,85803,60457,45.83,37900.35,290796,192455,-5884
10/01/2017,7.6,5.9,1.4,9.2,85541,58601,49.71,38988.63,299126,192505,-24174
11/01/2017,8.2,5.9,1.4,9.2,99753,69599,49.83,37228.48,237019,180465,16198
12/01/2017,6.6,5.9,1.4,9.2,90164,46029,59.36,40264.19,314704,186789,21498
13/01/2017,5.1,5.9,1.4,9.2,98856,50894,53.33,39666.1,283153,186035,19748
14/01/2017,4.5,5.9,1.4,9.2,83921,23113,51.39,37053.42,306831,169285,25178
15/01/2017,5.8,5.9,1.4,9.2,51710,26897,52.26,36003.15,304802,165196,36134
16/01/2017,6.3,6,1.8,8.4,24664,12155,60.76,41041.17,438377,166602,-12712
17/01/2017,5.8,6,1.8,8.4,15575,12706,67.24,41542.56,465201,180937,-28242
18/01/2017,5.4,6,1.8,8.4,14090,23358,48.05,41587.65,452216,181057,-13054
19/01/2017,5.1,6,1.8,8.4,8511,13532,50.14,41989.46,454126,181070,-32578
20/01/2017,4.4,6,1.8,8.4,23279,4531,51.11,41189.6,437219,181980,-28638
21/01/2017,2.8,6,1.8,8.4,31363,11055,50.19,38215.79,393038,189036,16672
22/01/2017,2,6,1.8,8.4,15782,5250,55.84,37853.08,381900,193229,19874
23/01/2017,1.8,5.3,2,8.3,16706,15413,67.18,42154.94,448368,193224,3170
24/01/2017,2.2,5.3,2,8.3,33617,44928,55.45,41152.92,391363,193167,-22992
25/01/2017,2.8,5.3,2,8.3,46020,61542,51.3,41186.38,345081,193171,-33136
26/01/2017,1.6,5.3,2,8.3,67473,39429,53.99,42480.9,360677,193252,10212
27/01/2017,1.7,5.3,2,8.3,72449,31601,58.12,42411.92,362394,193272,4190
28/01/2017,4,5.3,2,8.3,70379,11018,49.11,36403.13,333763,185221,52780
29/01/2017,4.2,5.3,2,8.3,56087,9560,53.42,36423.75,352105,178949,57858
30/01/2017,5.2,5.2,1.5,8.4,44200,29992,54.07,39856.35,403979,178925,39602
31/01/2017,6.2,5.2,1.5,8.4,67055,36303,53.01,40675.35,374788,179058,-45994
01/02/2017,7.6,5.2,1.5,8.4,72840,26507,52.01,38716.75,309296,179042,43488
02/02/2017,9,5.2,1.5,8.4,101341,54878,48.89,35984.71,210990,179035,102612
03/02/2017,8.5,5.2,1.5,8.4,90630,49086,48.81,36070.75,219732,179002,85546
04/02/2017,6.7,5.2,1.5,8.4,47620,39853,53.77,34014.02,205141,184773,85800
05/02/2017,5.1,5.2,1.5,8.4,23276,8542,49.51,35311.46,236502,196916,93984
06/02/2017,3.6,5.5,1,8.7,40369,38942,52.05,39952.54,296703,199787,19118
07/02/2017,5.1,5.5,1,8.7,39730,15466,53.28,39447.15,312402,201824,29952
08/02/2017,4.7,5.5,1,8.7,34752,17907,51.09,41120.71,356418,203809,1682
09/02/2017,3.4,5.5,1,8.7,53301,21730,53.58,42144.54,374056,205111,7742
10/02/2017,2.6,5.5,1,8.7,48950,8391,59.68,41836.35,386119,206032,31850
11/02/2017,2.3,5.5,1,8.7,68694,40249,46.89,37329.52,279733,206270,72320
12/02/2017,2.5,5.5,1,8.7,89376,52001,48.72,34992.02,201788,206261,109206
13/02/2017,4.3,5.7,2.4,8.4,99540,55017,43.63,36914.19,256386,206209,90368
14/02/2017,4.7,5.7,2.4,8.4,74126,37565,50,39059.04,344848,205877,55046
15/02/2017,6.8,5.7,2.4,8.4,58518,19699,49.07,38490.52,373100,205838,62698
16/02/2017,7.8,5.7,2.4,8.4,80006,42326,42.75,36849.29,294024,205810,37036
17/02/2017,8.2,5.7,2.4,8.4,31107,14326,43.25,36801.06,354162,205762,101916
18/02/2017,7.9,5.7,2.4,8.4,55369,45000,40.92,32042.98,227583,205843,92428
19/02/2017,8.7,5.7,2.4,8.4,63783,37033,43.65,31385.33,194790,205905,103538
20/02/2017,10.6,5.6,1.9,9,91211,62897,39.8,34483.4,225677,205863,22372
21/02/2017,10.5,5.6,1.9,9,78096,51258,44.2,34679.96,225085,204993,95490
22/02/2017,10.3,5.6,1.9,9,86790,53157,37.16,34527.96,231121,204807,76978
23/02/2017,9,5.6,1.9,9,88846,29771,44.19,35151.79,235361,204152,101408
24/02/2017,7.7,5.6,1.9,9,58502,24263,46.74,35744.48,306579,203230,85794
25/02/2017,8.4,5.6,1.9,9,93536,48583,44.49,31783.19,196982,193730,95606
26/02/2017,9,5.6,1.9,9,94022,50246,42.23,30301.5,159323,191109,121870
27/02/2017,7.9,6.3,2.9,9,70942,17257,46.44,36689.19,330331,190969,113756
28/02/2017,6.1,6.3,2.9,9,64224,14025,49.49,37379.9,350889,190925,127828
01/03/2017,6.4,6.3,2.9,9,53479,13334,52.23,37815.33,390566,190961,110504
02/03/2017,7.1,6.3,2.9,9,86012,37838,44.93,35367.9,293566,190968,110044
03/03/2017,6.8,6.3,2.9,9,68718,15187,47.62,37611.52,363984,190892,135450
04/03/2017,7.5,6.3,2.9,9,48538,25574,40.99,32160.44,264288,191043,146400
05/03/2017,7.2,6.3,2.9,9,67336,6607,43.21,31981.31,257901,191069,155828
06/03/2017,7.2,7.7,4.5,9.9,38307,9037,45.73,36509.67,372758,191064,133946
07/03/2017,7.4,7.7,4.5,9.9,32022,21059,43.91,36390.33,383684,190969,107952
08/03/2017,9.3,7.7,4.5,9.9,66488,45871,41.8,35299.1,282069,190963,126724
09/03/2017,10.6,7.7,4.5,9.9,58031,34174,40.06,33732.08,303434,189986,95750
10/03/2017,10.1,7.7,4.5,9.9,36521,19690,44.32,35354.48,367056,181224,134516
11/03/2017,10.7,7.7,4.5,9.9,27518,17590,41.39,31341.48,314725,181186,152160
12/03/2017,10.7,7.7,4.5,9.9,25029,16388,39.14,30709.54,300809,184776,155528
13/03/2017,10.6,8,4.4,10.6,39294,39383,38.56,33390.94,294592,183176,126778
14/03/2017,11.2,8,4.4,10.6,63642,63790,38.19,33198.19,236436,184097,119644
15/03/2017,11.2,8,4.4,10.6,19976,39015,38.53,33417.15,289102,191430,126704
16/03/2017,10.3,8,4.4,10.6,63071,58572,39.27,33472.85,228035,187751,136854
17/03/2017,9.2,8,4.4,10.6,88286,50321,43.28,32564.02,204972,168964,147402
18/03/2017,10.8,8,4.4,10.6,88982,28770,44.95,29792.33,178642,169060,127976
19/03/2017,11.6,8,4.4,10.6,91366,45463,38.78,28233.17,123593,169080,89618
20/03/2017,11.1,9.1,5.3,10.8,92779,54166,37.82,32937.44,217688,169142,129244
21/03/2017,9.3,9.1,5.3,10.8,85274,45281,41.53,33259.5,267603,179770,79166
22/03/2017,7.8,9.1,5.3,10.8,71001,33152,37.14,35865.27,327173,184841,134702
23/03/2017,8.2,9.1,5.3,10.8,72683,28000,41.12,34671.04,302269,182023,127748
24/03/2017,8.3,9.1,5.3,10.8,61299,10538,54.59,33994.98,299586,181108,130264
25/03/2017,9.1,9.1,5.3,10.8,43325,9996,42.61,29300.25,267430,181324,135544
26/03/2017,8.4,9.1,5.3,10.8,50838,7218,37.5,27703.38,239839,181322,157962
27/03/2017,7.8,8.2,6.1,10.9,22588,7295,45.06,33731.15,354062,181434,138708
28/03/2017,8.2,8.2,6.1,10.9,35876,9416,41.04,34307.94,361201,181471,129974
29/03/2017,10.3,8.2,6.1,10.9,73923,22821,39.44,33610.02,305582,181424,147010
30/03/2017,12.2,8.2,6.1,10.9,80538,31776,37.3,31229.81,245141,181476,136614
31/03/2017,12.7,8.2,6.1,10.9,77818,39146,33.23,30314.98,240999,181468,118282
01/04/2017,11.8,8.2,6.1,10.9,44862,16493,34.71,28382.27,257126,181384,149666
02/04/2017,11,8.2,6.1,10.9,18404,16064,38.12,27263.92,252212,181343,150686
03/04/2017,11.1,8.8,5.6,11,37084,53551,37.56,30601.29,263050,183574,130006
04/04/2017,11.2,8.8,5.6,11,38848,47378,41.75,32376.19,296979,174984,122278
05/04/2017,10.6,8.8,5.6,11,40492,41598,40.24,31632.06,294985,171064,122490
06/04/2017,10.4,8.8,5.6,11,15822,31501,37.77,31593.58,343882,176068,124912
07/04/2017,10.4,8.8,5.6,11,10250,16352,37.91,31056.35,353335,176380,140846
08/04/2017,11.2,8.8,5.6,11,12361,16851,39.77,26490.94,296031,162582,149002
09/04/2017,13.5,8.8,5.6,11,54050,34527,36.99,24543.71,204376,164188,140548
10/04/2017,11.9,8.7,6.2,11.1,53108,38589,36.58,29986.73,308244,175390,122556
11/04/2017,11.1,8.7,6.2,11.1,54888,57545,35.35,29440.1,248684,179216,133198
12/04/2017,11,8.7,6.2,11.1,86896,60158,37.04,29673.65,215188,179198,129300
13/04/2017,10.5,8.7,6.2,11.1,45716,32507,46.35,31160.4,319010,179152,126016
14/04/2017,10.5,8.7,6.2,11.1,51309,25507,42.96,28468.46,286723,179120,127914
15/04/2017,10.1,8.7,6.2,11.1,74516,49302,37.15,25125.35,157760,179171,119764
16/04/2017,9.9,8.7,6.2,11.1,47729,11508,37.14,26181.52,239481,179035,153144
17/04/2017,9.4,9.9,7,12.5,28676,11255,40.59,28083.69,303461,179165,150164
18/04/2017,8.6,9.9,7,12.5,48820,8036,41.47,30776.1,333092,175411,137862
19/04/2017,9,9.9,7,12.5,19806,13401,48.86,31511.4,361752,163080,138628
20/04/2017,10.3,9.9,7,12.5,24236,30368,41.82,31889.4,353497,162284,135592
21/04/2017,11.2,9.9,7,12.5,42825,39236,37.3,30976.35,310375,163044,114100
22/04/2017,10.8,9.9,7,12.5,24001,13720,39.08,27287.73,267366,165856,134260
23/04/2017,10.7,9.9,7,12.5,24294,27040,34.75,26149.65,225354,165820,127542
24/04/2017,10.5,11.1,8.1,13.2,68445,46496,37.69,30817.23,259653,165816,128676
25/04/2017,10.5,11.1,8.1,13.2,78552,50973,41.02,31213.5,232425,165716,133814
26/04/2017,7.9,11.1,8.1,13.2,54924,17161,46.95,32901.63,339328,169636,115776
27/04/2017,8.3,11.1,8.1,13.2,52307,33057,42.31,33386.9,342578,177915,118688
28/04/2017,9,11.1,8.1,13.2,17218,7414,50.51,32598.94,373620,184573,134706
29/04/2017,9.7,11.1,8.1,13.2,38955,24452,42.51,27680.98,257485,176493,143394
30/04/2017,11.6,11.1,8.1,13.2,93470,51498,33.46,25104.94,108951,179640,120478
01/05/2017,11.6,11.2,9,15,61364,30530,38.56,27525.75,228218,179588,125286
02/05/2017,12.3,11.2,9,15,38331,13436,44.07,31168.04,344914,176573,119302
03/05/2017,11.7,11.2,9,15,77980,21892,39.96,30954.54,306314,167516,93742
04/05/2017,12.1,11.2,9,15,86391,32462,38.54,29621.63,255424,172544,110922
05/05/2017,12.5,11.2,9,15,83494,29864,37.54,28329.27,219735,175785,136440
06/05/2017,11.9,11.2,9,15,62246,23908,36.95,27444.48,223257,177264,135750
07/05/2017,11.8,11.2,9,15,37407,15253,41.67,26048.35,240093,177304,141280
08/05/2017,10.8,12.1,9.7,14.7,60199,23242,40.83,30248.04,292320,177232,136922
09/05/2017,10.1,12.1,9.7,14.7,13936,8189,73.67,31790.73,371920,176996,135212
10/05/2017,11,12.1,9.7,14.7,12483,7607,39.09,30214.52,363749,176732,133646
11/05/2017,12.5,12.1,9.7,14.7,35754,15301,44.29,30165.35,339462,176648,140120
12/05/2017,12.8,12.1,9.7,14.7,34938,20078,47.33,30820.65,340965,176660,136486
13/05/2017,13.1,12.1,9.7,14.7,61839,24180,42.48,25641.19,212430,176884,126150
14/05/2017,13.8,12.1,9.7,14.7,54214,26300,36.23,24466.23,184322,185073,129724
15/05/2017,13.5,12.5,10.1,15.4,81625,43017,46.56,30082.71,256263,187942,99082
16/05/2017,15.5,12.5,10.1,15.4,74685,43730,46.35,30020.04,254304,193212,94754
17/05/2017,14.9,12.5,10.1,15.4,19712,13809,105.94,32411.9,358496,199350,102944
18/05/2017,14.2,12.5,10.1,15.4,15762,8380,39.05,30747.35,341133,203134,111840
19/05/2017,13.1,12.5,10.1,15.4,33751,6210,45.4,30397.13,308210,203272,144908
20/05/2017,12.8,12.5,10.1,15.4,43581,11807,38.88,26178.69,209235,202706,132140
21/05/2017,13.4,12.5,10.1,15.4,33256,26070,36.02,24584.92,156678,202031,125742
22/05/2017,15.6,13.5,11,16.8,49902,28392,37.81,28535.98,231914,202254,121206
23/05/2017,15.9,13.5,11,16.8,26333,20746,37.35,29964.08,303410,202086,110870
24/05/2017,17.5,13.5,11,16.8,21100,19670,37.73,29503.02,314157,201620,118202
25/05/2017,19.7,13.5,11,16.8,18978,8016,37.57,28988.63,295402,201581,140252
26/05/2017,21.2,13.5,11,16.8,64668,22509,39.32,27263.1,211363,201477,93542
27/05/2017,20.5,13.5,11,16.8,76184,14658,41.67,24658.5,170428,201356,70966
28/05/2017,19,13.5,11,16.8,33151,22118,37.05,24026.23,173123,201283,117208
29/05/2017,17.2,14.1,11.8,17.2,39967,12599,45.17,27101.81,243373,201553,73886
30/05/2017,16.7,14.1,11.8,17.2,42726,29744,38.63,28442.96,259563,201795,91620
31/05/2017,16.5,14.1,11.8,17.2,16073,16518,37.72,28777.6,300318,201724,121142
01/06/2017,17.7,14.1,11.8,17.2,27167,37851,36.07,27769.06,245240,201755,105834
02/06/2017,17.9,14.1,11.8,17.2,14783,9143,36.26,29321.67,314101,201768,107258
03/06/2017,17.1,14.1,11.8,17.2,32313,11377,33.43,24174.06,184488,201651,126796
04/06/2017,16.1,14.1,11.8,17.2,45828,16469,34.47,23668.35,144669,201546,134914
05/06/2017,14.9,14.4,12.4,17.1,76218,17768,35.83,28665.31,222416,201509,128520
06/06/2017,13.4,14.4,12.4,17.1,100905,46491,32.74,28234.27,151723,201504,142960
07/06/2017,14.1,14.4,12.4,17.1,95235,51451,24.33,27433.21,148937,201584,107438
08/06/2017,14.3,14.4,12.4,17.1,87041,18977,36.85,29002.17,223413,201820,135672
09/06/2017,15.1,14.4,12.4,17.1,51928,24772,38.54,27632.58,217897,204411,136520
10/06/2017,16,14.4,12.4,17.1,73897,44201,33.86,24109.38,102600,207557,128866
11/06/2017,16.8,14.4,12.4,17.1,91781,54965,26.57,22392.92,34700,207890,113052
12/06/2017,16.1,15.4,12.7,18.4,89883,56463,30.89,27362.29,161213,207000,94732
13/06/2017,16.5,15.4,12.7,18.4,29147,19119,36.27,29165.63,276932,207004,128444
14/06/2017,18.7,15.4,12.7,18.4,26183,26182,32.97,28521,281465,207061,112862
15/06/2017,18.7,15.4,12.7,18.4,72596,38453,30.54,27049.83,193569,206951,123300
